good_sentence,bad_sentence,direct_log_prob_good,direct_log_prob_bad,MetaQuestionSimple_log_prob_good,MetaQuestionSimple_log_prob_bad,MetaInstruct_log_prob_good,MetaInstruct_log_prob_bad,MetaQuestionComplex_log_prob_good,MetaQuestionComplex_log_prob_bad
That friend of Karen hadn't predicted there to be a college campus irritating Donald.,That friend of Karen hadn't motivated there to be a college campus irritating Donald.,-167.91384887695312,-169.1800079345703,-6.2819130420684814,-6.007692575454712,-5.884861946105957,-5.782376289367676,-6.745317697525024,-6.92332124710083
There are no stories confusing Patricia.,There are most stories confusing Patricia.,-90.58755493164062,-97.45478820800781,-5.100529193878174,-4.317409992218018,-4.399873852729797,-4.150708079338074,-5.774900913238525,-5.6504292488098145
Those muffins resemble one print and some reports resemble three big print.,Those muffins resemble one smooth print and some reports resemble three big.,-131.21923828125,-140.37611389160156,-4.99127984046936,-4.462200880050659,-5.03252911567688,-4.624196290969849,-7.209263324737549,-7.499023914337158
A lot of waiters' best friend watches.,A lot of waiters' best friend references.,-83.885986328125,-86.76132202148438,-4.757004261016846,-5.113339900970459,-4.006484508514404,-3.974369168281555,-5.862557411193848,-5.829089164733887
An actress who hasn't discussed a lot of cashiers was concealing herself.,An actress who hasn't discussed a lot of cashiers was concealing themselves.,-130.9238739013672,-133.62142944335938,-5.673411130905151,-6.1325294971466064,-5.67725396156311,-6.222943067550659,-7.402723789215088,-7.379257917404175
Nieces of all men have hugged.,Nieces of all men have dropped by.,-84.78543090820312,-87.65138244628906,-5.663679122924805,-5.895251274108887,-5.224726915359497,-5.464154481887817,-5.063780784606934,-4.8994903564453125
Kayla isn't worrying a lot of customers.,Kayla isn't cooking a lot of customers.,-88.004150390625,-85.81564331054688,-5.569594383239746,-5.173267364501953,-5.300151348114014,-4.9806976318359375,-5.402621746063232,-5.187544345855713
Those syntheses alarm Naomi.,Those syntheses alarms Naomi.,-87.21763610839844,-88.71415710449219,-6.412354946136475,-6.4422478675842285,-6.515563249588013,-6.10009503364563,-5.954697132110596,-5.977579593658447
Jeffrey was saying that he worried Kirsten.,Jeffrey was saying that himself worried Kirsten.,-96.00285339355469,-105.22836303710938,-5.680227756500244,-5.440187931060791,-5.42950701713562,-5.496902227401733,-5.689337968826294,-5.589468717575073
Those students knew Rachel.,Those students known Rachel.,-74.64419555664062,-78.50286865234375,-5.782499313354492,-5.699976444244385,-5.490368127822876,-5.528771638870239,-5.583247184753418,-5.460794925689697
A teacher that shouldn't hurt ladies concurs.,A teacher that shouldn't hurt ladies concur.,-105.62054443359375,-107.49800109863281,-4.959967136383057,-5.385233402252197,-4.19998025894165,-4.734668731689453,-5.272421836853027,-5.227263450622559
There wasn't a company chatting.,There wasn't each company chatting.,-79.30134582519531,-90.9844970703125,-5.268216609954834,-5.240220069885254,-5.1674644947052,-4.8803770542144775,-5.473400354385376,-5.301096677780151
April thought about these bases.,April thought about these basis.,-77.38983154296875,-84.1866683959961,-5.9376444816589355,-6.007224082946777,-5.21802544593811,-5.111916780471802,-4.900265216827393,-4.889109134674072
Mothers of Teresa toured three important cafes and the adult toured at least as many.,Mothers of Teresa toured three cafes and the adult toured at least as many important.,-156.26695251464844,-157.11685180664062,-4.0438374280929565,-4.941315174102783,-3.807830333709717,-4.665472030639648,-6.090059518814087,-6.237464666366577
David's boyfriend wasn't touring three out in the open banks and Randolf wasn't touring fewer.,David's boyfriend wasn't touring three banks and Randolf wasn't touring fewer out in the open.,-186.8847198486328,-179.8677520751953,-4.947362422943115,-4.499176502227783,-4.935238599777222,-4.510786294937134,-6.552265644073486,-6.460614442825317
Judy is boasted about by the person.,Judy is boasted about by the carriage.,-90.95645141601562,-94.18403625488281,-5.700020790100098,-5.689897537231445,-5.1714348793029785,-5.252541542053223,-5.537293791770935,-5.962258815765381
Deborah's tutors anticipate there to be a box stunning Jennifer.,Deborah's tutors obliged there to be a box stunning Jennifer.,-130.04576110839844,-141.3964385986328,-6.856826305389404,-6.61660099029541,-6.564643383026123,-6.397904872894287,-5.959479808807373,-5.907334327697754
Some fathers of this cashier aggravates one employed classmate and Matt's brothers aggravates three.,Some fathers of this cashier aggravates one classmate and Matt's brothers aggravates three employed.,-188.6064453125,-188.90090942382812,-4.580825090408325,-4.36749541759491,-4.516832709312439,-4.531369686126709,-6.725588321685791,-6.78611946105957
A waiter wasn't listened to by some guys.,A waiter wasn't listened to by some glass.,-88.94253540039062,-95.56697082519531,-4.944308042526245,-5.509095907211304,-4.354754686355591,-4.831314325332642,-5.81017804145813,-5.885071039199829
Who are all women's discussing Elizabeth astounding.,Who are all women's discussing astounding Elizabeth.,-113.19932556152344,-111.67379760742188,-4.473848342895508,-4.519834041595459,-3.3987224102020264,-3.5344115495681763,-5.967409372329712,-6.352488279342651
Most shoes weren't messed up by the guests.,Most shoes weren't messed up by the pictures.,-88.0380859375,-91.36614990234375,-5.886524438858032,-5.798516511917114,-5.687804222106934,-5.593214511871338,-5.777433395385742,-5.513558864593506
There happened to be a banana looking like these pictures.,There continues to be a banana looking like these pictures.,-103.9783935546875,-99.65101623535156,-5.291481256484985,-5.425284147262573,-4.99593186378479,-4.995828866958618,-5.502506494522095,-5.662654638290405
Brad isn't listening to several grandmothers and Colleen isn't listening to a few upset grandmothers.,Brad isn't listening to several employed grandmothers and Colleen isn't listening to a few upset.,-137.51388549804688,-150.46890258789062,-5.711030721664429,-5.6285388469696045,-5.575756788253784,-5.070895791053772,-5.339443564414978,-5.303748846054077
Only Christina ever wished to talk to Dennis.,Even Christina ever wished to talk to Dennis.,-103.63313293457031,-103.86398315429688,-6.504428386688232,-6.432617664337158,-5.854390859603882,-5.9422338008880615,-5.06024694442749,-5.214462757110596
Stacy won't heal herself.,Stacy won't heal himself.,-82.52410888671875,-84.10664367675781,-5.400161266326904,-5.576674938201904,-5.114386796951294,-5.307429552078247,-5.568683862686157,-5.545729398727417
Curtis had talked about one mentor and David's hairdressers had talked about a lot busy mentor.,Curtis had talked about one unconvinced mentor and David's hairdressers had talked about a lot busy.,-164.2452850341797,-172.00973510742188,-5.506007671356201,-5.054113388061523,-5.346136093139648,-4.882894992828369,-6.444254636764526,-6.360034704208374
Those children went to that movie theater.,Those children gone to that movie theater.,-74.02413940429688,-81.84477233886719,-6.052730321884155,-5.4244420528411865,-6.101177930831909,-5.658541917800903,-5.218914747238159,-5.481312036514282
Even Valerie would often dare that synopsis to embarrass the Impressionists.,Even Valerie would ever dare that synopsis to embarrass the Impressionists.,-147.51214599609375,-148.8748016357422,-6.957804203033447,-6.8443193435668945,-6.598391771316528,-6.527992010116577,-5.782620668411255,-5.5899598598480225
Who do many actresses and all rivers resemble?,Who would many actresses resemble and all rivers?,-107.21299743652344,-107.70864868164062,-4.863745927810669,-5.154520273208618,-4.8047871589660645,-4.98556661605835,-6.02785849571228,-6.109465837478638
There were some eyes flinging open.,There were all eyes flinging open.,-88.20367431640625,-96.56649780273438,-5.135464906692505,-5.365951299667358,-5.055460214614868,-5.194815397262573,-4.918893337249756,-4.995408058166504
Most girls passed those smooth high schools.,Most girls passed those smooth high school.,-91.31546020507812,-90.70806884765625,-5.827008008956909,-5.967753171920776,-5.5146260261535645,-5.608713626861572,-5.781118631362915,-5.914595365524292
That slope isn't descended by the teenager.,That slope isn't descended by the birds.,-96.49351501464844,-94.36660766601562,-5.500431776046753,-5.414883375167847,-5.526460647583008,-5.487210750579834,-4.99235737323761,-5.110083818435669
Who don't grandfathers of Gary that have disgusted Robert's supervisors impress?,Who don't Robert's supervisors impress grandfathers of Gary that have disgusted?,-161.21929931640625,-160.7532501220703,-4.757019877433777,-4.878730535507202,-4.5670483112335205,-4.559808969497681,-6.826364517211914,-6.940250873565674
The hidden slopes are important.,The hid slopes are important.,-69.47406005859375,-83.74955749511719,-6.390091180801392,-5.961897611618042,-6.653287887573242,-6.318946361541748,-5.8560216426849365,-6.13543963432312
A lot of waiters had not ever conferred.,A lot of waiters had probably ever conferred.,-94.41322326660156,-97.24929809570312,-5.546506881713867,-4.464427947998047,-5.082048416137695,-4.3234100341796875,-5.403523683547974,-5.32707953453064
Some women remember that some patient that escapes toured malls.,Some women remember what some patient that escapes toured malls.,-124.25038146972656,-138.55628967285156,-5.852233171463013,-5.4945032596588135,-5.327132940292358,-4.988898515701294,-6.617767333984375,-6.71106481552124
Russell thinks about those hypotheses.,Russell thinks about those hypothesis.,-75.89915466308594,-79.03996276855469,-5.682406425476074,-5.938632488250732,-5.614858388900757,-5.71805214881897,-4.051791310310364,-4.2012224197387695
The alumni forget the Lutherans.,The alumnus forget the Lutherans.,-96.8619384765625,-104.46516418457031,-4.856243252754211,-5.720808982849121,-4.59419322013855,-5.289935350418091,-5.229531764984131,-5.707988739013672
Brenda researches those bases.,Brenda researches those basis.,-83.33698272705078,-87.78187561035156,-5.37652325630188,-5.599167585372925,-5.369001865386963,-5.526437759399414,-4.450383424758911,-4.457308530807495
Jacqueline doesn't say that this commentary disturbs her.,Jacqueline doesn't say that this commentary disturbs herself.,-108.14871215820312,-115.25637817382812,-6.078162908554077,-6.268591642379761,-5.81959342956543,-5.951634407043457,-5.184165000915527,-5.094052314758301
What would Diana and Barbara irritate?,What should Diana irritate and Barbara?,-91.48072814941406,-99.31649780273438,-6.479161977767944,-6.269879102706909,-6.016674995422363,-5.857086181640625,-5.325176000595093,-5.553603887557983
Jerry wasn't fixing that gray cup.,Jerry wasn't fixing those gray cup.,-96.05926513671875,-106.60789489746094,-6.368341684341431,-5.505980730056763,-5.444720506668091,-4.526398420333862,-5.153849840164185,-5.333921194076538
Some father of Monica that will watch Deanna has not ever yearned to clean the art gallery.,Some father of Monica that will not watch Deanna has ever yearned to clean the art gallery.,-180.53289794921875,-174.3751220703125,-6.192591667175293,-5.926031589508057,-5.772547483444214,-5.58967661857605,-6.1955554485321045,-6.109083890914917
Many teenagers forgot that waiter that Andrew admires that has resembled those sketches.,Many teenagers forgot what that waiter that Andrew admires has resembled those sketches.,-168.1034698486328,-171.21548461914062,-5.613866329193115,-6.223323345184326,-5.636589765548706,-6.106614351272583,-6.168116807937622,-6.361302137374878
Melissa observes that bad child.,Melissa observes those bad child.,-82.78912353515625,-95.12309265136719,-6.582224130630493,-5.949727296829224,-5.582408905029297,-5.400264263153076,-5.259649038314819,-5.322831749916077
Tonya's sons who were observing Stephanie can not ever talk about Carla.,Tonya's sons who were not observing Stephanie can ever talk about Carla.,-149.71728515625,-151.6545867919922,-5.725379228591919,-5.772594690322876,-5.408478736877441,-5.6020307540893555,-6.123535394668579,-6.114548444747925
Even Patricia could really prove to skate around the Great Lakes.,Even Patricia could ever prove to skate around the Great Lakes.,-131.71694946289062,-134.9204864501953,-6.414308309555054,-6.433295011520386,-6.056365251541138,-6.1940600872039795,-5.181233882904053,-4.919407367706299
Bethany cares for Alicia.,Bethany care for Alicia.,-74.29916381835938,-76.0953369140625,-6.374731063842773,-6.3513569831848145,-5.831847190856934,-5.997951030731201,-5.789984941482544,-6.008787393569946
Some cashiers wrote.,Some cashiers written.,-64.54351806640625,-68.46652221679688,-5.17441725730896,-6.130566835403442,-4.576497793197632,-5.376251459121704,-5.5834269523620605,-5.852752089500427
Derek didn't imagine that Heidi is attacking him.,Derek didn't imagine that Heidi is attacking himself.,-86.98553466796875,-95.50065612792969,-5.890113592147827,-6.215229749679565,-5.112300872802734,-5.490915775299072,-5.911749839782715,-5.954129695892334
Many nephews of Carmen ascertain it to be good that most students had assembled.,Many nephews of Carmen have commissioned it to be good that most students had assembled.,-155.4340057373047,-162.43174743652344,-5.643253803253174,-5.582655429840088,-5.266432523727417,-5.316086530685425,-5.87723708152771,-5.997424840927124
Every school is there lying.,There is every school lying.,-85.4382553100586,-85.99760437011719,-5.776390314102173,-5.6738622188568115,-5.165846109390259,-5.145734548568726,-5.145585536956787,-5.097828388214111
Amy sang.,Amy sung.,-62.47477340698242,-62.73679733276367,-6.276308059692383,-5.935197830200195,-5.614047050476074,-5.3916239738464355,-5.4075517654418945,-5.164921283721924
Teresa isn't noticing herself.,Teresa isn't noticing itself.,-76.61872863769531,-80.552734375,-6.027400016784668,-5.722348213195801,-5.528569221496582,-5.407320022583008,-5.451216697692871,-5.282196044921875
Omar's ex-girlfriend isn't hired.,Omar's ex-girlfriend isn't littered.,-76.24388885498047,-78.18223571777344,-5.96316123008728,-5.751965284347534,-5.1485865116119385,-4.910113096237183,-5.1269659996032715,-5.2293524742126465
The broken bicycles are cheap.,The broke bicycles are cheap.,-75.48896026611328,-79.0167007446289,-5.416030764579773,-4.825366497039795,-5.595698356628418,-4.902551174163818,-5.735015153884888,-5.528673887252808
Robert has worried himself.,Robert has worried themselves.,-68.697265625,-73.71580505371094,-5.394515752792358,-5.483500719070435,-5.098737955093384,-5.098806142807007,-5.921505451202393,-5.883942604064941
The forgotten pamphlets are big.,The forgot pamphlets are big.,-84.64247131347656,-87.65971374511719,-5.293211460113525,-5.2298126220703125,-5.205312728881836,-5.218605995178223,-4.57533323764801,-4.572168231010437
Only those mushrooms that some child has found ever go bad.,Those mushrooms that only some child has found ever go bad.,-116.41387939453125,-112.83134460449219,-6.06595253944397,-5.520392656326294,-5.96261739730835,-5.447630882263184,-6.330289125442505,-6.266104459762573
Every commentary bothers these purple schools.,Every commentary bothers this purple schools.,-111.89494323730469,-112.38296508789062,-4.730095624923706,-5.473375082015991,-4.830037951469421,-4.777428150177002,-5.517703056335449,-5.800042629241943
Every lady drops by these oases.,Every lady drops by this oases.,-95.25971984863281,-99.99687194824219,-5.56438684463501,-5.884222984313965,-5.329621315002441,-5.737640857696533,-4.93105411529541,-5.134087443351746
A guest exited at most six museums.,No guest exited at most six museums.,-97.19891357421875,-94.00700378417969,-4.690172433853149,-5.3880698680877686,-4.858434200286865,-5.289475440979004,-6.105956792831421,-6.181368589401245
What hats might Monica bring and Sonia admire?,What might Monica bring hats and Sonia admire?,-122.44502258300781,-119.38638305664062,-5.649979114532471,-5.3343987464904785,-5.303527593612671,-4.900855779647827,-6.197560787200928,-6.073482036590576
Christopher hasn't distracted himself.,Christopher hasn't distracted herself.,-68.42408752441406,-72.6498031616211,-5.941458702087402,-5.560698509216309,-5.401105880737305,-5.302272319793701,-5.320540904998779,-5.225644588470459
Which girls is the dress irritating and the Lutherans revealing?,Which is the dress irritating girls and the Lutherans revealing?,-127.294677734375,-127.88261413574219,-5.128201246261597,-4.912677049636841,-4.757775783538818,-4.433469295501709,-5.226983547210693,-5.183197021484375
No person is discussing fewer than ten patients.,No person is discussing at most ten patients.,-90.03096008300781,-88.68989562988281,-4.578684091567993,-5.200742959976196,-4.468238353729248,-5.005390167236328,-5.952041149139404,-6.13723087310791
All boys fire this woman.,All boys fire these woman.,-79.46893310546875,-86.88417053222656,-5.993211030960083,-4.911770582199097,-5.508202314376831,-4.734300851821899,-5.084927082061768,-5.264667987823486
These women see these concealed libraries.,These women see this concealed libraries.,-92.59629821777344,-101.81925964355469,-5.780009031295776,-5.705496072769165,-5.466932773590088,-5.522177696228027,-5.656320810317993,-5.675074338912964
Most men irritates two happy students and a snake irritates three.,Most men irritates two students and a snake irritates three happy.,-127.75271606445312,-132.29556274414062,-4.513796329498291,-5.1612324714660645,-4.469772815704346,-5.159309387207031,-7.093048095703125,-6.977700233459473
April isn't going to a closet.,The ice cream isn't going to a closet.,-76.68881225585938,-83.14663696289062,-5.126101732254028,-4.8439085483551025,-4.519655346870422,-4.469021201133728,-4.8451855182647705,-4.808696985244751
Only the Clintons ever cry.,Even the Clintons ever cry.,-76.85926818847656,-76.59617614746094,-5.945873260498047,-6.068336486816406,-5.677053451538086,-5.825183391571045,-5.667291879653931,-5.668922662734985
A report about current events hasn't bored Heidi.,A report about current events haven't bored Heidi.,-102.33918762207031,-107.41508483886719,-5.900273561477661,-4.433673977851868,-5.50181245803833,-4.09826123714447,-5.349747180938721,-5.157625794410706
Charles wrote.,Charles written.,-55.359588623046875,-62.20426559448242,-6.07452917098999,-5.65659236907959,-5.737001180648804,-5.725776433944702,-4.987822771072388,-5.130802392959595
There were some newspaper articles about Galileo disappearing.,There were all newspaper articles about Galileo disappearing.,-99.53427124023438,-110.69999694824219,-5.098021507263184,-5.511099338531494,-5.0838916301727295,-5.601032972335815,-5.317864894866943,-5.2055559158325195
Brenda was difficult to work with.,Brenda was unlikely to work with.,-64.70957946777344,-79.68775939941406,-6.180598020553589,-6.437195062637329,-5.5687150955200195,-5.800126075744629,-4.989605188369751,-4.94963276386261
What doesn't Catherine know she would like?,What doesn't Catherine know who would like?,-85.60429382324219,-91.58151245117188,-5.9120564460754395,-6.391785144805908,-5.397782325744629,-5.984103679656982,-5.519633054733276,-5.482895135879517
Judy is easy to work with.,Judy is certain to work with.,-66.97621154785156,-77.38674926757812,-6.620847702026367,-6.13968563079834,-5.788632392883301,-5.507423400878906,-4.4673333168029785,-4.526019096374512
Mark wasn't praising one senator and Paul's nephew wasn't praising more nice senator.,Mark wasn't praising one old senator and Paul's nephew wasn't praising more nice.,-162.38844299316406,-168.7014923095703,-4.820158839225769,-5.352015018463135,-4.445613861083984,-4.95267391204834,-6.417661428451538,-6.40873646736145
Has Donald ever yearned to embarrass Tonya?,Donald has ever yearned to embarrass Tonya.,-119.09465026855469,-104.12400817871094,-6.194900035858154,-5.62782096862793,-6.309981822967529,-5.293798565864563,-5.7503721714019775,-6.1301586627960205
The broken skateboards weren't smooth.,The broke skateboards weren't smooth.,-89.06460571289062,-85.68026733398438,-5.900099754333496,-5.248144149780273,-6.046821355819702,-5.182905435562134,-5.9213221073150635,-6.167580842971802
Liam should shock Joseph's supervisors.,Liam should shrug Joseph's supervisors.,-98.76985168457031,-102.06690979003906,-5.644228219985962,-6.263479948043823,-4.68669056892395,-5.517036199569702,-5.478815317153931,-5.528028726577759
A lot of customers were aggravated by a lot of ladders.,A lot of customers were screamed by a lot of ladders.,-82.14529418945312,-90.43167114257812,-5.460814952850342,-5.020988464355469,-5.366464614868164,-4.923945903778076,-6.557086706161499,-6.588202714920044
That guest praised at least five stories.,No guest praised at least five stories.,-99.58865356445312,-89.47491455078125,-4.970373868942261,-5.693748235702515,-5.306880950927734,-5.539569854736328,-6.165693759918213,-6.018393039703369
Julia hasn't remembered one determined son and Tammy's boyfriend hasn't remembered several.,Julia hasn't remembered one son and Tammy's boyfriend hasn't remembered several determined.,-146.1669158935547,-144.335693359375,-5.708199501037598,-5.642096519470215,-5.315699100494385,-5.095477104187012,-5.770739555358887,-6.225212097167969
Some customer has realized who this child that yawns liked.,Some customer has realized that this child that yawns liked.,-129.4740447998047,-121.75703430175781,-5.745199680328369,-6.257838249206543,-5.795812368392944,-5.82287859916687,-5.947239875793457,-6.179726600646973
Aaron remembered himself.,Aaron remembered herself.,-70.56620025634766,-75.804931640625,-5.898104429244995,-5.784548997879028,-5.333882093429565,-5.383263349533081,-4.720709800720215,-4.6392742395401
These guests explain that Timothy approached them.,These guests explain that Timothy approached themselves.,-102.613037109375,-112.15573120117188,-4.836656332015991,-6.200119256973267,-4.628695011138916,-6.281705856323242,-6.651187419891357,-6.5645976066589355
Some lady passed one public park and that senator passed some yellow public park.,Some lady passed one good public park and that senator passed some yellow.,-138.48988342285156,-154.4526824951172,-5.009167194366455,-4.512793064117432,-4.769901990890503,-4.363739728927612,-6.490972995758057,-6.236324787139893
Barbara helps that teacher.,A glacier helps that teacher.,-77.6336441040039,-83.934326171875,-5.66666841506958,-6.050479173660278,-5.120862722396851,-5.393540143966675,-5.6383116245269775,-5.331675291061401
Some person's tutor arrived at every library.,Some person's tutor nodded every library.,-97.7142333984375,-109.91236877441406,-5.003421306610107,-4.908259391784668,-4.921889781951904,-4.605087757110596,-5.082372426986694,-5.0094897747039795
Colleen wasn't concealing herself.,Colleen wasn't concealing itself.,-86.45126342773438,-93.475341796875,-5.106067895889282,-5.375253438949585,-4.754990577697754,-5.026623725891113,-5.285753965377808,-5.470288038253784
All ellipses weren't worrying all teachers.,All ellipses wasn't worrying all teachers.,-96.76960754394531,-100.22102355957031,-6.447409391403198,-5.8000571727752686,-5.979409694671631,-5.264941692352295,-5.875856399536133,-5.5866618156433105
Those waiters might pass whose hills?,Whose might those waiters pass hills?,-93.53630065917969,-98.61651611328125,-5.5117127895355225,-4.906254053115845,-4.98640775680542,-4.593176484107971,-6.103314161300659,-6.140380144119263
Karen forgets about herself bringing a print.,Karen forgets about herself brought a print.,-95.0904541015625,-97.16754150390625,-5.987304210662842,-5.9763665199279785,-6.016693830490112,-6.087055444717407,-5.65414023399353,-5.441477537155151
Paul finds out that some synopsis that has explained everything criticizes Carol.,Paul finds out who some synopsis that has explained everything criticizes Carol.,-141.29136657714844,-155.75701904296875,-5.916744232177734,-5.836729049682617,-5.556027173995972,-5.574305295944214,-6.747624158859253,-6.568779468536377
Some teenager has needed there to be a fork slipping.,Some teenager has urged there to be a fork slipping.,-117.14323425292969,-120.76364135742188,-5.9822587966918945,-5.9244513511657715,-5.6693644523620605,-5.588608741760254,-5.869755029678345,-6.113052606582642
Martin's employees have discussed a few cashiers and every doctor hasn't discussed a lot clever cashiers.,Martin's employees have discussed a few important cashiers and every doctor hasn't discussed a lot clever.,-146.87242126464844,-149.19309997558594,-4.749097108840942,-4.800272107124329,-4.731382369995117,-4.618404984474182,-6.594728469848633,-6.470444679260254
Carl investigated an alumnus that escaped from Chad.,Carl investigated who an alumnus escaped from Chad.,-107.33769226074219,-127.31932067871094,-5.3358070850372314,-5.749119997024536,-4.985759258270264,-5.499943256378174,-5.7687036991119385,-5.656918287277222
